filename,category,TRIG_SIG,class
TGF_bn220921976,other,0.0,TGF
SGR_bn220523729,test,8.2,SGR
SFLARE_bn140129403,test,6.3,SFLARE
TGF_bn160704661,train,8.0,TGF
TGF_bn150305569,test,7.6,TGF
SFLARE_bn101031137,other,0.0,SFLARE
TGF_bn121028243,train,5.8,TGF
SFLARE_bn131027743,train,4.7,SFLARE
SFLARE_bn220929497,train,5.4,SFLARE
TGF_bn150826712,train,8.5,TGF
SGR_bn160518422,test,7.9,SGR
TGF_bn200718544,test,5.5,TGF
GRB_bn111127810,other,0.0,GRB
TGF_bn110202888,train,6.1,TGF
SGR_bn080828875,train,0.0,SGR
GRB_bn120206949,test,4.8,GRB
TGF_bn140127503,test,7.2,TGF
TGF_bn150430466,other,0.0,TGF
TGF_bn160915871,other,0.0,TGF
SFLARE_bn131024884,train,5.7,SFLARE
SFLARE_bn130622596,train,5.9,SFLARE
SGR_bn220526568,train,8.0,SGR
GRB_bn081216531,other,0.0,GRB
GRB_bn140109771,train,4.8,GRB
SFLARE_bn230924141,test,5.7,SFLARE
TGF_bn230810343,train,9.9,TGF
GRB_bn140608153,other,0.0,GRB
GRB_bn160219289,other,0.0,GRB
TGF_bn180116162,train,5.3,TGF
GRB_bn230830792,other,0.0,GRB
SGR_bn160518359,train,7.3,SGR
SGR_bn220108612,train,9.6,SGR
TGF_bn110617920,other,0.0,TGF
GRB_bn201217108,test,4.6,GRB
TGF_bn230514183,test,5.2,TGF
SGR_bn220114477,train,9.3,SGR
SFLARE_bn110728099,test,5.9,SFLARE
GRB_bn150316400,other,0.0,GRB
GRB_bn181007385,train,5.4,GRB
SFLARE_bn230210337,test,5.9,SFLARE
SFLARE_bn141025974,train,5.0,SFLARE
TGF_bn160910978,train,4.7,TGF
TGF_bn120913078,train,5.5,TGF
TGF_bn171216456,train,10.4,TGF
TGF_bn231005865,test,8.2,TGF
SGR_bn220124731,train,10.7,SGR
TGF_bn180510906,train,8.0,TGF
TGF_bn101025783,train,5.6,TGF
SFLARE_bn141025373,train,4.7,SFLARE
GRB_bn161220605,train,5.0,GRB
GRB_bn140517813,train,4.7,GRB
GRB_bn230723194,train,5.6,GRB
TGF_bn200916251,train,5.4,TGF
SGR_bn110209218,train,10.1,SGR
GRB_bn150204272,other,0.0,GRB
SFLARE_bn121113337,train,6.0,SFLARE
SFLARE_bn231214712,test,5.1,SFLARE
TGF_bn101123225,test,4.9,TGF
TGF_bn141213624,train,7.0,TGF
TGF_bn160430349,train,6.8,TGF
GRB_bn100615083,other,0.0,GRB
GRB_bn090924625,train,7.1,GRB
TGF_bn141029398,train,5.0,TGF
SGR_bn211229695,train,9.2,SGR
TGF_bn140429267,train,7.9,TGF
TGF_bn221016776,train,5.8,TGF
TGF_bn190508107,train,5.7,TGF
GRB_bn200617679,other,0.0,GRB
SFLARE_bn131115099,test,5.5,SFLARE
GRB_bn131119781,train,4.9,GRB
TGF_bn101230684,train,7.1,TGF
TGF_bn170530108,train,5.1,TGF
GRB_bn150913161,train,4.7,GRB
GRB_bn221107058,other,0.0,GRB
TGF_bn150121757,train,10.5,TGF
TGF_bn230425635,train,6.7,TGF
SGR_bn221225015,test,9.6,SGR
GRB_bn160523919,train,4.6,GRB
SFLARE_bn120818972,train,5.0,SFLARE
SGR_bn210708378,train,32.2,SGR
GRB_bn130206817,other,0.0,GRB
SFLARE_bn160418023,train,4.7,SFLARE
SFLARE_bn230930670,train,5.5,SFLARE
SFLARE_bn230306096,other,0.0,SFLARE
TGF_bn130412908,train,6.3,TGF
SFLARE_bn150204092,train,5.7,SFLARE
GRB_bn110717180,other,0.0,GRB
SFLARE_bn140214186,train,7.4,SFLARE
GRB_bn100619015,other,0.0,GRB
SFLARE_bn230521664,train,6.0,SFLARE
SFLARE_bn240110189,train,5.8,SFLARE
SGR_bn221005649,train,8.6,SGR
TGF_bn140714392,train,5.4,TGF
GRB_bn160411062,train,5.0,GRB
SFLARE_bn100120521,train,5.7,SFLARE
SFLARE_bn221119537,train,5.7,SFLARE
TGF_bn230312037,train,9.0,TGF
GRB_bn140710537,other,0.0,GRB
TGF_bn110601852,train,6.6,TGF
TGF_bn161211001,train,9.2,TGF
GRB_bn220612013,train,5.0,GRB
TGF_bn180417098,train,7.7,TGF
GRB_bn101025267,other,0.0,GRB
GRB_bn211002740,train,5.2,GRB
GRB_bn130209961,train,6.1,GRB
GRB_bn190202069,other,0.0,GRB
SGR_bn090222540,train,5.0,SGR
TGF_bn111122706,other,0.0,TGF
SFLARE_bn141009209,train,5.6,SFLARE
GRB_bn220907587,train,4.8,GRB
GRB_bn171212434,train,5.2,GRB
TGF_bn211020409,train,5.6,TGF
TGF_bn180906868,train,8.3,TGF
TGF_bn190604577,train,7.6,TGF
TGF_bn150517403,train,6.0,TGF
SGR_bn150223282,train,10.3,SGR
TGF_bn170619685,train,7.8,TGF
SFLARE_bn141216717,train,5.8,SFLARE
GRB_bn130307238,train,5.0,GRB
GRB_bn141110232,train,5.0,GRB
GRB_bn150201590,train,4.7,GRB
GRB_bn150228981,train,4.7,GRB
GRB_bn200216380,test,4.5,GRB
SFLARE_bn120628250,train,4.5,SFLARE
SGR_bn221012736,train,7.4,SGR
GRB_bn111124308,test,5.0,GRB
TGF_bn140810453,test,6.2,TGF
TGF_bn150220749,other,0.0,TGF
SFLARE_bn240323566,train,5.7,SFLARE
GRB_bn120312671,train,4.9,GRB
GRB_bn140621827,other,0.0,GRB
SFLARE_bn120707241,train,5.4,SFLARE
GRB_bn210117458,train,4.6,GRB
TGF_bn190515487,train,7.0,TGF
GRB_bn101227536,other,0.0,GRB
SFLARE_bn150921084,train,5.3,SFLARE
SGR_bn221114541,test,32.5,SGR
SFLARE_bn150312586,train,4.6,SFLARE
SFLARE_bn230922291,test,5.9,SFLARE
SFLARE_bn141109926,train,5.6,SFLARE
SFLARE_bn230312255,train,6.1,SFLARE
SFLARE_bn240204491,train,6.1,SFLARE
SFLARE_bn111221125,test,5.7,SFLARE
SFLARE_bn221223190,train,5.9,SFLARE
GRB_bn170916700,other,0.0,GRB
TGF_bn210131722,other,0.0,TGF
SFLARE_bn150826485,test,5.6,SFLARE
TGF_bn181229647,train,5.1,TGF
GRB_bn090709630,train,4.7,GRB
SFLARE_bn110922662,train,5.5,SFLARE
SFLARE_bn230115891,train,5.7,SFLARE
SFLARE_bn231007770,train,6.8,SFLARE
GRB_bn120328268,train,4.9,GRB
GRB_bn190217188,train,5.6,GRB
GRB_bn210603907,other,0.0,GRB
TGF_bn171108283,test,5.1,TGF
SFLARE_bn110314827,train,5.6,SFLARE
GRB_bn130406288,train,6.1,GRB
SFLARE_bn120511002,train,6.5,SFLARE
GRB_bn160218711,train,5.0,GRB
GRB_bn150702998,test,5.1,GRB
TGF_bn230420691,train,6.5,TGF
GRB_bn090129880,train,4.5,GRB
TGF_bn180907367,train,5.6,TGF
TGF_bn140422840,train,6.7,TGF
GRB_bn210803497,other,0.0,GRB
SFLARE_bn150921220,train,5.5,SFLARE
SFLARE_bn230929134,test,5.8,SFLARE
TGF_bn101127992,other,0.0,TGF
TGF_bn230910988,train,5.7,TGF
GRB_bn090810781,train,4.6,GRB
SFLARE_bn220826666,test,5.6,SFLARE
SGR_bn200429866,train,33.3,SGR
SFLARE_bn111019818,train,8.2,SFLARE
SFLARE_bn140202394,test,4.7,SFLARE
SGR_bn221014556,train,7.7,SGR
SFLARE_bn240129938,test,5.8,SFLARE
SGR_bn200520908,train,7.3,SGR
TGF_bn110709981,train,7.0,TGF
TGF_bn210915165,test,4.9,TGF
GRB_bn130325203,other,0.0,GRB
GRB_bn141122875,train,5.9,GRB
SGR_bn210911837,train,16.4,SGR
GRB_bn150922883,other,0.0,GRB
SGR_bn221012599,train,20.6,SGR
SFLARE_bn141022599,train,4.8,SFLARE
SFLARE_bn141104298,train,5.8,SFLARE
TGF_bn200318226,train,5.5,TGF
SFLARE_bn131107670,train,5.8,SFLARE
SFLARE_bn240122823,train,6.1,SFLARE
SFLARE_bn150825436,other,0.0,SFLARE
TGF_bn210921872,train,8.2,TGF
GRB_bn170625692,train,5.0,GRB
GRB_bn211120962,train,4.5,GRB
TGF_bn190418919,train,6.4,TGF
GRB_bn240215828,train,4.7,GRB
GRB_bn110302043,other,0.0,GRB
GRB_bn090304216,test,4.7,GRB
SFLARE_bn150924989,train,4.9,SFLARE
SFLARE_bn230111356,train,6.2,SFLARE
SFLARE_bn121022782,train,6.5,SFLARE
GRB_bn130420422,train,4.6,GRB
SFLARE_bn131025607,train,5.7,SFLARE
SFLARE_bn131024436,test,5.9,SFLARE
SFLARE_bn230304101,train,7.9,SFLARE
TGF_bn201021238,train,6.0,TGF
GRB_bn160428412,train,5.2,GRB
SFLARE_bn131112266,train,5.0,SFLARE
TGF_bn110924559,test,7.8,TGF
GRB_bn170228773,other,0.0,GRB
SFLARE_bn221012686,train,5.8,SFLARE
SFLARE_bn230304658,train,4.5,SFLARE
GRB_bn130614997,train,5.5,GRB
TGF_bn160608977,train,7.9,TGF
SFLARE_bn110925110,train,5.7,SFLARE
GRB_bn150820880,train,4.8,GRB
TGF_bn231022627,train,5.4,TGF
GRB_bn230524357,other,0.0,GRB
SFLARE_bn201105520,train,6.1,SFLARE
GRB_bn140422194,train,4.7,GRB
SFLARE_bn091210456,train,6.6,SFLARE
TGF_bn120604082,train,8.0,TGF
SFLARE_bn131015212,train,4.5,SFLARE
GRB_bn130404840,other,0.0,GRB
GRB_bn220622394,other,0.0,GRB
SGR_bn171019043,train,23.8,SGR
SGR_bn130118345,test,29.2,SGR
TGF_bn121012817,train,8.2,TGF
TGF_bn180530478,train,7.3,TGF
SGR_bn210124867,train,6.8,SGR
GRB_bn230425230,other,0.0,GRB
SGR_bn150715817,train,9.1,SGR
SFLARE_bn150505131,train,5.7,SFLARE
TGF_bn100928901,train,9.5,TGF
SFLARE_bn141028248,train,5.0,SFLARE
TGF_bn170414005,other,0.0,TGF
TGF_bn100202802,train,5.7,TGF
GRB_bn190825171,train,4.7,GRB
SFLARE_bn131115166,train,6.4,SFLARE
SFLARE_bn110228470,test,5.2,SFLARE
GRB_bn140818229,train,5.7,GRB
GRB_bn240215670,train,5.3,GRB
GRB_bn210926869,other,0.0,GRB
GRB_bn221103285,other,0.0,GRB
GRB_bn221005757,train,4.7,GRB
GRB_bn090618353,other,0.0,GRB
GRB_bn101031625,train,6.1,GRB
GRB_bn211018697,other,0.0,GRB
SFLARE_bn110217524,test,6.7,SFLARE
TGF_bn110522841,train,5.8,TGF
GRB_bn130403866,other,0.0,GRB
TGF_bn111201690,train,8.3,TGF
TGF_bn141022874,train,5.7,TGF
GRB_bn200418865,train,4.7,GRB
GRB_bn161217128,train,4.5,GRB
GRB_bn090108020,train,9.1,GRB
SFLARE_bn111115379,train,6.0,SFLARE
GRB_bn151229285,train,5.5,GRB
SGR_bn090203805,train,6.4,SGR
SFLARE_bn220508817,test,4.8,SFLARE
SGR_bn210911701,test,15.2,SGR
SGR_bn221014374,train,7.6,SGR
GRB_bn090509215,train,4.9,GRB
SGR_bn230224624,train,7.3,SGR
TGF_bn121125700,train,5.0,TGF
TGF_bn160409147,train,5.6,TGF
TGF_bn100624394,other,0.0,TGF
SFLARE_bn130709563,train,6.6,SFLARE
SFLARE_bn131024809,train,5.5,SFLARE
GRB_bn200901158,train,5.2,GRB
GRB_bn130606316,other,0.0,GRB
TGF_bn151020736,train,4.8,TGF
SGR_bn210910987,train,5.7,SGR
SFLARE_bn110530251,train,6.1,SFLARE
TGF_bn161220654,train,6.6,TGF
GRB_bn110411629,other,0.0,GRB
SFLARE_bn141020790,other,0.0,SFLARE
GRB_bn181126413,other,0.0,GRB
GRB_bn100325246,test,4.7,GRB
GRB_bn110318552,other,0.0,GRB
GRB_bn110703557,other,0.0,GRB
TGF_bn170309801,train,5.1,TGF
SGR_bn220114873,train,11.5,SGR
SFLARE_bn130725945,train,5.0,SFLARE
SFLARE_bn111104858,train,6.3,SFLARE
GRB_bn220910242,train,4.7,GRB
GRB_bn120520949,train,4.6,GRB
GRB_bn210726106,train,5.3,GRB
SGR_bn160721400,train,8.0,SGR
GRB_bn130305526,test,5.6,GRB
TGF_bn230815176,train,6.9,TGF
TGF_bn200816881,test,6.1,TGF
SFLARE_bn221225291,train,5.6,SFLARE
GRB_bn111107035,other,0.0,GRB
GRB_bn181016718,train,5.3,GRB
GRB_bn161017745,other,0.0,GRB
GRB_bn180720933,other,0.0,GRB
SGR_bn221012635,train,5.8,SGR
GRB_bn140414693,other,0.0,GRB
GRB_bn110420946,train,13.7,GRB
SFLARE_bn240301991,train,5.6,SFLARE
GRB_bn121205507,train,4.6,GRB
SGR_bn201121419,train,6.8,SGR
SFLARE_bn171228936,train,5.2,SFLARE
GRB_bn150312403,other,0.0,GRB
GRB_bn161012214,train,4.6,GRB
SGR_bn220117069,test,6.3,SGR
GRB_bn100503554,train,5.2,GRB
GRB_bn100517639,train,5.3,GRB
SFLARE_bn150625879,train,4.8,SFLARE
TGF_bn120510198,train,5.7,TGF
TGF_bn120822711,test,4.7,TGF
SGR_bn210709471,train,6.0,SGR
TGF_bn141008650,train,5.5,TGF
SFLARE_bn240325937,test,5.7,SFLARE
GRB_bn220715934,other,0.0,GRB
GRB_bn210704684,train,5.6,GRB
SGR_bn220112097,train,10.1,SGR
TGF_bn210628068,train,8.1,TGF
SFLARE_bn120709826,train,6.3,SFLARE
GRB_bn120805706,test,5.2,GRB
SFLARE_bn170924349,train,4.7,SFLARE
TGF_bn230409785,train,6.5,TGF
SFLARE_bn240210763,train,5.7,SFLARE
SGR_bn220115800,train,9.6,SGR
SFLARE_bn150123119,train,5.8,SFLARE
GRB_bn141022087,other,0.0,GRB
TGF_bn111027597,train,9.2,TGF
GRB_bn200619108,train,5.8,GRB
SFLARE_bn131119760,train,5.9,SFLARE
TGF_bn131017410,test,8.1,TGF
GRB_bn210519277,other,0.0,GRB
GRB_bn091101143,train,4.6,GRB
GRB_bn221016986,train,4.9,GRB
TGF_bn150714960,train,4.6,TGF
GRB_bn221022612,train,12.9,GRB
SGR_bn210715386,train,28.7,SGR
SFLARE_bn120709132,train,5.7,SFLARE
GRB_bn101208203,other,0.0,GRB
SFLARE_bn231201402,train,5.6,SFLARE
SGR_bn210712708,train,13.2,SGR
SFLARE_bn111221267,train,5.5,SFLARE
GRB_bn130528695,other,0.0,GRB
GRB_bn151009949,train,4.9,GRB
SFLARE_bn120309160,other,0.0,SFLARE
TGF_bn161101874,test,7.1,TGF
TGF_bn170619358,train,4.6,TGF
GRB_bn200713919,train,4.7,GRB
SFLARE_bn140404157,train,5.7,SFLARE
SFLARE_bn220918542,train,5.8,SFLARE
SFLARE_bn240228103,train,6.4,SFLARE
TGF_bn121106283,train,5.9,TGF
TGF_bn150123650,train,5.7,TGF
SFLARE_bn131207307,test,5.1,SFLARE
SGR_bn210912311,train,10.1,SGR
TGF_bn170908655,train,8.8,TGF
GRB_bn110911071,train,4.9,GRB
GRB_bn120130699,other,0.0,GRB
GRB_bn160216801,other,0.0,GRB
TGF_bn101124661,test,5.3,TGF
GRB_bn171025913,train,5.0,GRB
SFLARE_bn140709597,train,8.5,SFLARE
SGR_bn210911561,train,11.8,SGR
GRB_bn170424425,train,4.6,GRB
TGF_bn101226778,train,7.5,TGF
GRB_bn210602865,train,4.6,GRB
SFLARE_bn230607769,train,5.6,SFLARE
SFLARE_bn230303743,train,8.4,SFLARE
GRB_bn130509839,train,5.2,GRB
TGF_bn231020889,other,0.0,TGF
GRB_bn210723615,test,5.5,GRB
TGF_bn150430558,train,8.3,TGF
TGF_bn180627844,train,5.6,TGF
TGF_bn220307463,train,7.9,TGF
GRB_bn130418844,other,0.0,GRB
SFLARE_bn100614033,train,6.7,SFLARE
SFLARE_bn160928740,train,5.7,SFLARE
SGR_bn221109712,test,11.2,SGR
GRB_bn210822273,other,0.0,GRB
GRB_bn090320801,train,5.2,GRB
GRB_bn171119992,other,0.0,GRB
SFLARE_bn110923993,train,5.6,SFLARE
GRB_bn140716436,train,6.1,GRB
TGF_bn120818925,train,5.5,TGF
TGF_bn231220343,train,5.0,TGF
TGF_bn140929111,train,5.2,TGF
GRB_bn110125894,other,0.0,GRB
SGR_bn220113808,train,6.1,SGR
SGR_bn220111913,train,5.6,SGR
TGF_bn110212898,train,5.7,TGF
GRB_bn130815660,other,0.0,GRB
TGF_bn141226383,train,12.1,TGF
GRB_bn110803783,train,5.5,GRB
GRB_bn100802240,other,0.0,GRB
GRB_bn101102840,other,0.0,GRB
TGF_bn130416357,test,8.2,TGF
GRB_bn130612141,train,4.9,GRB
GRB_bn111001804,train,5.6,GRB
TGF_bn210427309,test,5.4,TGF
GRB_bn231215408,train,4.5,GRB
SFLARE_bn100208319,train,6.2,SFLARE
TGF_bn100901312,train,7.9,TGF
TGF_bn160311670,test,10.3,TGF
TGF_bn120407872,train,5.8,TGF
GRB_bn100604287,other,0.0,GRB
GRB_bn110705151,other,0.0,GRB
SFLARE_bn140203768,train,6.6,SFLARE
SFLARE_bn231012204,train,4.9,SFLARE
TGF_bn220621326,train,4.8,TGF
GRB_bn090927422,test,6.4,GRB
GRB_bn180204109,train,13.6,GRB
TGF_bn170316973,test,5.9,TGF
TGF_bn200901904,train,5.3,TGF
TGF_bn110625474,train,10.7,TGF
GRB_bn090519462,train,4.6,GRB
GRB_bn081222204,train,5.1,GRB
SFLARE_bn110228502,train,5.9,SFLARE
SFLARE_bn131119749,test,5.9,SFLARE
GRB_bn110605780,train,4.6,GRB
GRB_bn180906759,other,0.0,GRB
SFLARE_bn230302197,train,5.7,SFLARE
SGR_bn221012667,test,6.0,SGR
TGF_bn101206347,test,4.7,TGF
TGF_bn220308130,train,7.4,TGF
GRB_bn131105087,other,0.0,GRB
GRB_bn140405033,train,4.5,GRB
GRB_bn150622393,other,0.0,GRB
TGF_bn210722034,train,6.7,TGF
GRB_bn120919816,test,5.2,GRB
GRB_bn160512536,train,4.7,GRB
TGF_bn180530413,train,5.1,TGF
GRB_bn120426090,test,5.7,GRB
SFLARE_bn110804165,train,5.0,SFLARE
SFLARE_bn141001349,test,5.8,SFLARE
TGF_bn190710651,train,4.7,TGF
GRB_bn150324319,train,4.7,GRB
GRB_bn120701654,other,0.0,GRB
TGF_bn100609597,train,5.8,TGF
GRB_bn180219482,other,0.0,GRB
GRB_bn191220589,train,4.6,GRB
GRB_bn210113379,other,0.0,GRB
SFLARE_bn231221003,train,6.3,SFLARE
TGF_bn111212461,train,6.1,TGF
TGF_bn161008388,test,5.9,TGF
TGF_bn120430757,train,5.1,TGF
TGF_bn210308046,other,0.0,TGF
GRB_bn140209313,other,0.0,GRB
SGR_bn210911709,train,14.2,SGR
SFLARE_bn150314212,train,4.9,SFLARE
GRB_bn231024556,train,7.7,GRB
GRB_bn141111435,other,0.0,GRB
GRB_bn120806007,train,4.5,GRB
GRB_bn210318131,train,4.8,GRB
TGF_bn210923493,train,8.8,TGF
SFLARE_bn240123749,test,6.0,SFLARE
GRB_bn130925164,other,0.0,GRB
SFLARE_bn131009595,train,5.6,SFLARE
SGR_bn210914466,test,13.9,SGR
GRB_bn090813174,test,5.9,GRB
TGF_bn150820209,train,7.7,TGF
TGF_bn151128116,train,6.5,TGF
TGF_bn170312490,train,5.3,TGF
GRB_bn231123809,other,0.0,GRB
SGR_bn191104387,train,21.4,SGR
GRB_bn100228873,train,4.6,GRB
GRB_bn130715906,other,0.0,GRB
SFLARE_bn100212307,train,6.1,SFLARE
SFLARE_bn151221231,test,5.0,SFLARE
SFLARE_bn220126434,train,4.5,SFLARE
SGR_bn221014437,train,6.4,SGR
TGF_bn180626653,train,6.0,TGF
TGF_bn200718896,train,8.2,TGF
TGF_bn211106362,train,6.1,TGF
GRB_bn091102607,train,4.9,GRB
GRB_bn180416340,other,0.0,GRB
SFLARE_bn220328717,train,5.9,SFLARE
SFLARE_bn141009284,train,5.9,SFLARE
GRB_bn170106968,train,4.9,GRB
TGF_bn110105512,train,5.8,TGF
GRB_bn110105877,train,4.5,GRB
SFLARE_bn230210125,train,4.6,SFLARE
SGR_bn220112748,train,4.5,SGR
TGF_bn120223380,test,5.3,TGF
SFLARE_bn120422871,test,5.5,SFLARE
GRB_bn170323058,other,0.0,GRB
SFLARE_bn140918297,train,4.6,SFLARE
TGF_bn200202663,train,7.9,TGF
GRB_bn150902733,train,5.3,GRB
SFLARE_bn231201492,train,4.5,SFLARE
TGF_bn230527635,train,6.1,TGF
SGR_bn210624107,test,20.9,SGR
GRB_bn140831374,other,0.0,GRB
SGR_bn220113817,train,11.3,SGR
SFLARE_bn170903118,train,4.8,SFLARE
SFLARE_bn110224817,train,5.6,SFLARE
GRB_bn180113116,test,4.9,GRB
SFLARE_bn230301167,train,6.1,SFLARE
SFLARE_bn150311331,train,4.9,SFLARE
TGF_bn240111862,train,7.5,TGF
GRB_bn130112353,train,5.3,GRB
SFLARE_bn120305186,train,5.1,SFLARE
SFLARE_bn130706105,other,0.0,SFLARE
SFLARE_bn230716205,train,6.0,SFLARE
GRB_bn130427324,train,6.9,GRB
TGF_bn220403506,train,4.8,TGF
SGR_bn150813665,train,8.3,SGR
GRB_bn220831550,other,0.0,GRB
TGF_bn130525418,train,7.6,TGF
GRB_bn111105457,other,0.0,GRB
SFLARE_bn150313316,train,8.2,SFLARE
GRB_bn120411925,other,0.0,GRB
SFLARE_bn140303665,train,5.5,SFLARE
SFLARE_bn240224067,test,6.3,SFLARE
SGR_bn210912024,train,17.3,SGR
TGF_bn110405618,train,8.1,TGF
GRB_bn101224578,test,4.5,GRB
TGF_bn110616305,train,12.8,TGF
SFLARE_bn130525064,train,4.6,SFLARE
TGF_bn190514901,train,4.6,TGF
GRB_bn150628767,train,5.0,GRB
GRB_bn140213807,train,5.1,GRB
TGF_bn191222795,train,5.7,TGF
SFLARE_bn110916780,test,5.4,SFLARE
GRB_bn091117080,other,0.0,GRB
GRB_bn150602840,train,4.8,GRB
SFLARE_bn230219167,train,6.4,SFLARE
GRB_bn210405351,other,0.0,GRB
TGF_bn120623258,train,5.0,TGF
TGF_bn120630434,train,8.8,TGF
TGF_bn171129311,train,5.1,TGF
GRB_bn100207665,train,4.5,GRB
SFLARE_bn141104267,train,5.7,SFLARE
GRB_bn121123442,train,4.6,GRB
GRB_bn090815300,test,4.5,GRB
TGF_bn220606558,train,8.8,TGF
SGR_bn220115724,train,42.5,SGR
TGF_bn161213977,train,5.6,TGF
TGF_bn180724548,train,5.2,TGF
TGF_bn121112183,other,0.0,TGF
SGR_bn220212892,train,10.6,SGR
GRB_bn161115745,train,6.5,GRB
TGF_bn180731493,test,9.3,TGF
SFLARE_bn121023135,train,4.7,SFLARE
TGF_bn220704208,train,6.5,TGF
TGF_bn180610903,train,8.4,TGF
SGR_bn090122129,train,32.5,SGR
SFLARE_bn140107929,train,5.7,SFLARE
SFLARE_bn231009949,train,5.9,SFLARE
SFLARE_bn141107743,train,4.7,SFLARE
SFLARE_bn140102085,train,4.7,SFLARE
SGR_bn210707656,train,12.0,SGR
GRB_bn121012724,train,8.2,GRB
GRB_bn210821291,train,5.1,GRB
SFLARE_bn140419307,train,4.5,SFLARE
SGR_bn221012646,train,11.5,SGR
TGF_bn170220864,train,4.8,TGF
GRB_bn161001045,train,5.4,GRB
GRB_bn160905471,train,5.0,GRB
SFLARE_bn150310174,train,6.0,SFLARE
GRB_bn120526303,test,5.3,GRB
GRB_bn150127589,train,5.4,GRB
GRB_bn220305676,train,5.6,GRB
SGR_bn200519773,test,6.9,SGR
GRB_bn150708339,train,4.9,GRB
TGF_bn221127794,train,6.8,TGF
SGR_bn221001869,train,11.1,SGR
SFLARE_bn130112182,other,0.0,SFLARE
SGR_bn221014719,train,8.2,SGR
SGR_bn160521488,train,8.4,SGR
TGF_bn121206588,test,5.7,TGF
SFLARE_bn230304298,train,5.5,SFLARE
SFLARE_bn240214312,other,0.0,SFLARE
TGF_bn230707033,train,8.1,TGF
TGF_bn140620586,train,6.6,TGF
SGR_bn220105296,train,8.9,SGR
SFLARE_bn230212650,train,6.4,SFLARE
TGF_bn110503751,test,5.1,TGF
TGF_bn230526025,test,5.9,TGF
TGF_bn180314616,train,8.0,TGF
GRB_bn100204858,other,0.0,GRB
GRB_bn111025078,other,0.0,GRB
GRB_bn160325291,train,4.9,GRB
GRB_bn201228640,test,4.6,GRB
GRB_bn140302342,train,5.3,GRB
GRB_bn191227069,other,0.0,GRB
GRB_bn220627901,other,0.0,GRB
SFLARE_bn131112342,test,4.8,SFLARE
SFLARE_bn140208432,test,4.7,SFLARE
GRB_bn100625891,test,5.0,GRB
GRB_bn130117087,test,4.7,GRB
SFLARE_bn211101986,test,5.7,SFLARE
GRB_bn150627183,train,4.5,GRB
SFLARE_bn230220621,train,6.6,SFLARE
SFLARE_bn110309271,test,6.7,SFLARE
SGR_bn220113284,test,11.2,SGR
SFLARE_bn230916344,train,4.6,SFLARE
GRB_bn161020024,other,0.0,GRB
SFLARE_bn131029188,train,5.6,SFLARE
TGF_bn180221314,train,6.9,TGF
TGF_bn111121424,train,7.4,TGF
TGF_bn181218815,train,6.4,TGF
SFLARE_bn140507526,train,6.2,SFLARE
TGF_bn131110912,train,9.1,TGF
TGF_bn161104977,train,5.2,TGF
TGF_bn181018397,train,6.0,TGF
GRB_bn140827763,train,5.0,GRB
GRB_bn121004211,train,5.0,GRB
GRB_bn180524416,train,4.7,GRB
TGF_bn131203777,train,10.0,TGF
SFLARE_bn230713088,train,5.8,SFLARE
GRB_bn130804023,other,0.0,GRB
SFLARE_bn230308946,train,6.2,SFLARE
TGF_bn200615889,train,6.1,TGF
SFLARE_bn131027727,train,4.8,SFLARE
GRB_bn120323507,test,38.1,GRB
SFLARE_bn141018281,train,5.0,SFLARE
SFLARE_bn150508506,test,5.8,SFLARE
GRB_bn200112395,train,4.6,GRB
GRB_bn201020241,train,4.6,GRB
SGR_bn160622573,train,5.0,SGR
GRB_bn100507577,train,4.6,GRB
GRB_bn151001628,other,0.0,GRB
GRB_bn150712846,other,0.0,GRB
SFLARE_bn120706785,train,5.6,SFLARE
SFLARE_bn120818567,train,4.9,SFLARE
GRB_bn100730463,other,0.0,GRB
SGR_bn220110189,train,8.7,SGR
SFLARE_bn230518848,train,5.7,SFLARE
GRB_bn240205926,train,4.9,GRB
GRB_bn140404030,train,4.5,GRB
SGR_bn200427955,train,8.6,SGR
GRB_bn150523396,other,0.0,GRB
SFLARE_bn111002906,train,5.7,SFLARE
GRB_bn140329295,test,7.9,GRB
TGF_bn150823916,test,14.0,TGF
SFLARE_bn231231914,test,5.7,SFLARE
GRB_bn160820496,other,0.0,GRB
GRB_bn110319815,train,5.6,GRB
GRB_bn191008297,train,4.6,GRB
SFLARE_bn120306823,test,6.0,SFLARE
SFLARE_bn110216319,test,6.3,SFLARE
GRB_bn120830212,train,4.9,GRB
TGF_bn120823943,other,0.0,TGF
GRB_bn190222537,test,4.9,GRB
GRB_bn151228129,train,6.0,GRB
SFLARE_bn230307168,train,5.8,SFLARE
SGR_bn210910098,train,6.4,SGR
SGR_bn221012906,train,8.6,SGR
SFLARE_bn121121966,train,6.7,SFLARE
TGF_bn110706387,other,0.0,TGF
SGR_bn221013334,train,6.3,SGR
TGF_bn170808712,train,6.7,TGF
TGF_bn200205836,train,5.5,TGF
SFLARE_bn120306315,train,5.6,SFLARE
TGF_bn150423126,train,6.7,TGF
TGF_bn151207404,test,7.0,TGF
TGF_bn200213374,test,5.0,TGF
SFLARE_bn120114553,test,6.3,SFLARE
TGF_bn230901482,train,7.7,TGF
GRB_bn240118075,other,0.0,GRB
GRB_bn140710901,other,0.0,GRB
SGR_bn210106216,train,11.2,SGR
TGF_bn150528946,train,5.7,TGF
TGF_bn170619878,test,4.6,TGF
