event_name,event_type,reliability
bn110808918,SFLARE,1.0
bn110808752,SFLARE,1.0
bn150505332,SFLARE,1.0
bn150505373,SFLARE,1.0
bn130504991,SFL,1.0
bn130505034,SFL,1.0
bn150505575,SFLARE,1.0
bn150505599,SFLARE,1.0
bn160504950,SFLARE,1.0
bn160807629,SFLARE,1.0
bn220505552,SFLARE,1.0
bn150505922,SFLARE,1.0
bn130505490,SFLARE,1.0
bn150506040,SFLARE,1.0
bn190506213,SFLARE,1.0
bn230807899,SFLARE,1.0
bn230807868,SFLARE,1.0
bn100505720,SFLARE,1.0
bn130505834,SFLARE,1.0
bn110807587,SFLARE,1.0
bn150506491,SFL,1.0
bn230807610,SFLARE,1.0
bn190506577,SFLARE,1.0
bn120505883,SFLARE,1.0
bn190506742,SFLARE,1.0
bn120505956,SFLARE,1.0
bn230807303,SFL,1.0
bn150506835,SFLARE,1.0
bn150506843,SFLARE,1.0
bn120506294,SFLARE,1.0
bn120806191,SFLARE,1.0
bn140506922,SFLARE,1.0
bn120806029,SFLARE,1.0
bn150507416,SFLARE,1.0
bn120506738,SFLARE,1.0
bn120506810,SFLARE,1.0
bn230806454,SFLARE,1.0
bn150507764,SFLARE,1.0
bn140507526,SFLARE,1.0
bn150507829,SFLARE,1.0
bn220507629,SFLARE,1.0
bn120507141,SFLARE,1.0
bn120507292,SFLARE,1.0
bn230806049,SFLARE,1.0
bn120507305,SFLARE,1.0
bn150508171,SFL,1.0
bn230805931,SFLARE,1.0
bn230805914,SFLARE,1.0
bn110805823,SFLARE,1.0
bn120507463,SFLARE,1.0
bn210507793,SFLARE,1.0
bn230508350,SFL,1.0
bn120507595,SFLARE,1.0
bn150508506,SFL,1.0
bn230508596,SFLARE,1.0
bn140508417,SFLARE,1.0
bn230805395,SFLARE,1.0
bn220508517,SFLARE,1.0
bn230508888,SFLARE,1.0
bn220508817,SFLARE,1.0
bn110804951,SFLARE,1.0
bn230509160,SFL,1.0
bn100508840,SFLARE,1.0
bn190509239,SFL,1.0
bn150509237,SFLARE,1.0
bn120508545,SFL,1.0
bn230509584,SFLARE,1.0
bn230509779,SFLARE,1.0
bn130509222,SFLARE,1.0
bn110804236,SFLARE,1.0
bn230509864,SFLARE,1.0
bn110804165,SFLARE,1.0
bn110804156,SFLARE,1.0
bn230510133,SFLARE,1.0
bn120509361,SFLARE,1.0
bn130509678,SFLARE,1.0
bn110803809,SFLARE,1.0
bn120509520,SFLARE,1.0
bn120509587,SFLARE,1.0
bn110803576,SFLARE,1.0
bn110803564,SFLARE,1.0
bn120509758,SFLARE,1.0
bn130510033,SFLARE,1.0
bn130510040,SFLARE,1.0
bn120509867,SFLARE,1.0
bn120509876,SFLARE,1.0
bn110803292,SFLARE,1.0
bn120510007,SFLARE,1.0
bn120510213,SFLARE,1.0
bn230803092,SFLARE,1.0
bn130510567,SFLARE,1.0
bn120510340,SFLARE,1.0
bn120510741,SFLARE,1.0
bn120510849,SFLARE,1.0
bn230511765,SFLARE,1.0
bn120511002,SFLARE,1.0
bn110802167,SFL,1.0
bn120511151,SFLARE,1.0
bn140801616,SFL,1.0
bn110801718,SFLARE,1.0
bn120511733,SFLARE,1.0
bn230801281,SFLARE,1.0
bn230801271,SFLARE,1.0
bn120512193,SFL,1.0
bn130512849,SFLARE,1.0
bn230513434,SFLARE,1.0
bn150513405,SFLARE,1.0
bn130513082,SFL,1.0
bn130513089,SFLARE,1.0
bn140513387,SFLARE,1.0
bn120730585,SFLARE,1.0
bn140731088,SFL,1.0
bn230731283,SFLARE,1.0
bn120513340,SFLARE,1.0
bn130513670,SFLARE,1.0
bn130513678,SFLARE,1.0
bn150514312,SFL,1.0
bn230730552,SFLARE,1.0
bn130514045,SFLARE,1.0
bn130514057,SFLARE,1.0
bn130514067,SFLARE,1.0
bn130514084,SFLARE,1.0
bn120729629,SFLARE,1.0
bn130514195,SFLARE,1.0
bn160514037,SFLARE,1.0
bn230730262,SFLARE,1.0
bn110730088,SFLARE,1.0
bn140729685,SFL,1.0
bn120514402,SFLARE,1.0
bn220515000,SFLARE,1.0
bn160514482,SFLARE,1.0
bn120728867,SFLARE,1.0
bn110729511,SFLARE,1.0
bn130515065,SFLARE,1.0
bn130515072,SFLARE,1.0
bn130515079,SFLARE,1.0
bn140729091,SFLARE,1.0
bn230728656,SFLARE,1.0
bn110728099,SFL,1.0
bn120516378,SFLARE,1.0
bn130516902,SFLARE,1.0
bn230727404,SFLARE,1.0
bn130517370,SFL,1.0
bn130517377,SFL,1.0
bn230726664,SFLARE,1.0
bn130725945,SFLARE,1.0
bn230518848,SFLARE,1.0
bn230519031,SFLARE,1.0
bn140725292,SFLARE,1.0
bn220519421,SFLARE,1.0
bn230520104,SFLARE,1.0
bn220520007,SFLARE,1.0
bn150724746,SFLARE,1.0
bn230520312,SFLARE,1.0
bn230520424,SFLARE,1.0
bn220520322,SFLARE,1.0
bn230520624,SFLARE,1.0
bn220520520,SFLARE,1.0
bn230520959,SFLARE,1.0
bn160723227,SFLARE,1.0
bn160723213,SFLARE,1.0
bn230521097,SFLARE,1.0
bn160723153,SFLARE,1.0
bn160520361,SFLARE,1.0
bn160723086,SFLARE,1.0
bn220520923,SFLARE,1.0
bn230521282,SFLARE,1.0
bn230521664,SFLARE,1.0
bn230521873,SFLARE,1.0
bn230521881,SFLARE,1.0
bn130521641,SFLARE,1.0
bn160521582,SFLARE,1.0
bn160721710,SFLARE,1.0
bn230522591,SFLARE,1.0
bn160721565,SFLARE,1.0
bn220721987,SFLARE,1.0
bn210522284,SFLARE,1.0
bn230722176,SFLARE,1.0
bn130522550,SFLARE,1.0
bn160721030,SFLARE,1.0
bn160720981,SFLARE,1.0
bn220523103,SFLARE,1.0
bn210522897,SFLARE,1.0
bn230523509,SFLARE,1.0
bn230523608,SFLARE,1.0
bn220523365,SFLARE,1.0
bn230523648,SFLARE,1.0
bn210523461,SFLARE,1.0
bn130523615,SFL,1.0
bn230524395,SFLARE,1.0
bn160719585,SFLARE,1.0
bn140524770,SFL,1.0
bn160524430,SFLARE,1.0
bn130524690,SFLARE,1.0
bn230719434,SFLARE,1.0
bn130525064,SFLARE,1.0
bn160718342,SFLARE,1.0
bn220525761,SFLARE,1.0
bn230718946,SFLARE,1.0
bn230718835,SFLARE,1.0
bn230718808,SFLARE,1.0
bn220526200,SFLARE,1.0
bn120526069,SFLARE,1.0
bn230526942,SFLARE,1.0
bn230717982,SFLARE,1.0
bn230717971,SFLARE,1.0
bn230717949,SFLARE,1.0
bn230717834,SFLARE,1.0
bn120526672,SFLARE,1.0
bn230717493,SFLARE,1.0
bn170716456,SFLARE,1.0
bn230716735,SFLARE,1.0
bn230716719,SFLARE,1.0
bn230716630,SFLARE,1.0
bn170716083,SFLARE,1.0
bn130716048,SFLARE,1.0
bn110528375,SFLARE,1.0
bn230716436,SFLARE,1.0
bn170715814,SFLARE,1.0
bn220715964,SFLARE,1.0
bn230716205,SFLARE,1.0
bn220715760,SFLARE,1.0
bn110528909,SFLARE,1.0
bn230715667,SFLARE,1.0
bn110529310,SFLARE,1.0
bn230715410,SFLARE,1.0
bn230715312,SFLARE,1.0
bn220714906,SFL,1.0
bn110529880,SFLARE,1.0
bn120714205,SFL,1.0
bn200529307,SFLARE,1.0
bn110530119,SFLARE,1.0
bn200529448,SFLARE,1.0
bn230714725,SFLARE,1.0
bn110530241,SFLARE,1.0
bn110530251,SFLARE,1.0
bn170714067,SFLARE,1.0
bn230714522,SFLARE,1.0
bn230714456,SFLARE,1.0
bn230714403,SFLARE,1.0
bn230714393,SFLARE,1.0
bn220714121,SFL,1.0
bn120713023,SFLARE,1.0
bn230713670,SFLARE,1.0
bn120712760,SFLARE,1.0
bn220713305,SFLARE,1.0
bn120712702,SFLARE,1.0
bn120712685,SFLARE,1.0
bn230531518,SFLARE,1.0
bn230713412,SFLARE,1.0
bn230713220,SFLARE,1.0
bn230713088,SFLARE,1.0
bn230712962,SFLARE,1.0
bn230712898,SFLARE,1.0
bn220712579,SFLARE,1.0
bn220712404,SFLARE,1.0
bn120711704,SFLARE,1.0
bn220712143,SFLARE,1.0
bn230712369,SFLARE,1.0
bn230712093,SFLARE,1.0
bn230602111,SFLARE,1.0
bn230711750,SFL,1.0
bn120710840,SFLARE,1.0
bn120710646,SFLARE,1.0
bn120710570,SFLARE,1.0
bn120710513,SFLARE,1.0
bn140710938,SFL,1.0
bn230711169,SFLARE,1.0
bn230711093,SFLARE,1.0
bn120710153,SFLARE,1.0
bn230710925,SFLARE,1.0
bn160710039,SFLARE,1.0
bn120709962,SFLARE,1.0
bn120709826,SFLARE,1.0
bn220709877,SFLARE,1.0
bn130709563,SFLARE,1.0
bn170603403,SFLARE,1.0
bn230709994,SFLARE,1.0
bn230709968,SFLARE,1.0
bn120709132,SFLARE,1.0
bn140709597,SFL,1.0
bn170709136,SFLARE,1.0
bn120708730,SFL,1.0
bn120708695,SFLARE,1.0
bn120603745,SFLARE,1.0
bn140709017,SFL,1.0
bn120708506,SFLARE,1.0
bn120708320,SFLARE,1.0
bn120708266,SFLARE,1.0
bn120708239,SFLARE,1.0
bn140708682,SFLARE,1.0
bn140708673,SFL,1.0
bn120708130,SFLARE,1.0
bn120708114,SFLARE,1.0
bn120604399,SFLARE,1.0
bn120707473,SFLARE,1.0
bn120707459,SFLARE,1.0
bn120707445,SFLARE,1.0
bn120707342,SFLARE,1.0
bn120707256,SFLARE,1.0
bn120707241,SFLARE,1.0
bn120707134,SFLARE,1.0
bn120706977,SFLARE,1.0
bn150707729,SFLARE,1.0
bn130707040,SFLARE,1.0
bn120706785,SFLARE,1.0
bn120706736,SFLARE,1.0
bn120706714,SFLARE,1.0
bn120706669,SFLARE,1.0
bn130706912,SFLARE,1.0
bn230707268,SFLARE,1.0
bn120605871,SFLARE,1.0
bn140706947,SFL,1.0
bn230606988,SFLARE,1.0
bn120706068,SFLARE,1.0
bn140606812,SFL,1.0
bn120706011,SFLARE,1.0
bn120705908,SFLARE,1.0
bn140606934,SFL,1.0
bn130706105,SFLARE,1.0
bn120705842,SFLARE,1.0
bn110607266,SFLARE,1.0
bn110607273,SFLARE,1.0
bn110607280,SFLARE,1.0
bn120705745,SFLARE,1.0
bn120705666,SFLARE,1.0
bn130705898,SFLARE,1.0
bn120705614,SFLARE,1.0
bn120705603,SFLARE,1.0
bn120705596,SFLARE,1.0
bn130607046,SFLARE,1.0
bn120705473,SFLARE,1.0
bn120606853,SFLARE,1.0
bn120705454,SFLARE,1.0
bn230706235,SFLARE,1.0
bn120705388,SFLARE,1.0
bn230607769,SFLARE,1.0
bn120705322,SFLARE,1.0
bn120705261,SFLARE,1.0
bn120705197,SFLARE,1.0
bn120705153,SFLARE,1.0
bn120705144,SFLARE,1.0
bn120705112,SFLARE,1.0
bn120705047,SFLARE,1.0
bn130705253,SFLARE,1.0
bn230705760,SFLARE,1.0
bn120704920,SFLARE,1.0
bn130705118,SFLARE,1.0
bn130705038,SFLARE,1.0
bn230705443,SFLARE,1.0
bn120704610,SFLARE,1.0
bn120704596,SFLARE,1.0
bn120704515,SFLARE,1.0
bn120704410,SFLARE,1.0
bn120704187,SFLARE,1.0
bn120608128,SFLARE,1.0
bn140704649,SFLARE,1.0
bn230704898,SFLARE,1.0
bn210704214,SFLARE,1.0
bn120703860,SFLARE,1.0
bn130704004,SFLARE,1.0
bn130703908,SFLARE,1.0
bn130703835,SFLARE,1.0
bn230609609,SFLARE,1.0
bn170703676,SFLARE,1.0
bn230704167,SFLARE,1.0
bn210703602,SFLARE,1.0
bn140609519,SFLARE,1.0
bn120703152,SFLARE,1.0
bn140609711,SFL,1.0
bn120702995,SFLARE,1.0
bn120702825,SFLARE,1.0
bn150703535,SFLARE,1.0
bn120702757,SFLARE,1.0
bn120702741,SFLARE,1.0
bn120702694,SFLARE,1.0
bn120702615,SFLARE,1.0
bn120609701,SFLARE,1.0
bn230703325,SFLARE,1.0
bn130702741,SFLARE,1.0
bn140610347,SFLARE,1.0
bn140610389,SFLARE,1.0
bn140610527,SFLARE,1.0
bn140610535,SFLARE,1.0
bn120702211,SFLARE,1.0
bn230702969,SFLARE,1.0
bn120701801,SFLARE,1.0
bn120701757,SFLARE,1.0
bn150611371,SFL,1.0
bn230702347,SFLARE,1.0
bn140611336,SFL,1.0
bn140611376,SFLARE,1.0
bn150611726,SFLARE,1.0
bn120701302,SFLARE,1.0
bn230701928,SFLARE,1.0
bn160611552,SFLARE,1.0
bn120630771,SFLARE,1.0
bn100612038,SFLARE,1.0
bn230701484,SFLARE,1.0
bn140612178,SFLARE,1.0
bn100612167,SFLARE,1.0
bn120630535,SFLARE,1.0
bn140612390,SFLARE,1.0
bn150612648,SFLARE,1.0
bn140612399,SFLARE,1.0
bn140612428,SFLARE,1.0
bn120612095,SFLARE,1.0
bn120612376,SFLARE,1.0
bn140612915,SFLARE,1.0
bn140613023,SFLARE,1.0
bn150613308,SFLARE,1.0
bn120629282,SFLARE,1.0
bn120629249,SFLARE,1.0
bn120629176,SFL,1.0
bn140613640,SFLARE,1.0
bn150614038,SFLARE,1.0
bn140613843,SFLARE,1.0
bn100614033,SFLARE,1.0
bn120613785,SFLARE,1.0
bn220614595,SFLARE,1.0
bn120628250,SFL,1.0
bn110614903,SFLARE,1.0
bn120628092,SFLARE,1.0
bn140614838,SFLARE,1.0
bn120627241,SFLARE,1.0
bn120627225,SFL,1.0
bn230627633,SFLARE,1.0
bn120626759,SFL,1.0
bn110616429,SFLARE,1.0
bn150626280,SFLARE,1.0
bn210625583,SFL,1.0
bn230625915,SFLARE,1.0
bn230618020,SFLARE,1.0
bn150625879,SFLARE,1.0
bn150617986,SFLARE,1.0
bn230625511,SFLARE,1.0
bn150625356,SFLARE,1.0
bn150625348,SFLARE,1.0
bn150625341,SFLARE,1.0
bn150618978,SFLARE,1.0
bn150619391,SFLARE,1.0
bn230619506,SFLARE,1.0
bn130619311,SFLARE,1.0
bn150623963,SFL,1.0
bn150620110,SFL,1.0
bn230620460,SFLARE,1.0
bn230620706,SFLARE,1.0
bn130622596,SFLARE,1.0
bn150622758,SFLARE,1.0
bn150622744,SFLARE,1.0
bn150622751,SFLARE,1.0
bn230621651,SFLARE,1.0
bn140912846,TGF,1.0
bn140630748,TGF,1.0
bn170909434,TGF,1.0
bn100911473,TGF,1.0
bn190105022,TGF,1.0
bn180724548,TGF,1.0
bn130820401,TGF,1.0
bn201025784,TGF,1.0
bn140804347,TGF,1.0
bn180417162,TGF,1.0
bn200202897,TGF,1.0
bn230623782,TGF,1.0
bn160311670,TGF,1.0
bn111121424,TGF,1.0
bn161014981,TGF,1.0
bn120605851,TGF,1.0
bn120312139,TGF,1.0
bn220904222,TGF,1.0
bn180814995,TGF,1.0
bn240221917,TGF,1.0
bn100927599,TGF,1.0
bn211106362,TGF,1.0
bn101230452,TGF,1.0
bn170316801,TGF,1.0
bn211201765,TGF,1.0
bn140603720,TGF,1.0
bn120809447,TGF,1.0
bn150413702,TGF,1.0
bn231018389,TGF,1.0
bn160501904,TGF,1.0
bn180622923,TGF,1.0
bn130510430,TGF,1.0
bn091211599,TGF,1.0
bn161213977,TGF,1.0
bn120602615,TGF,1.0
bn210503456,TGF,1.0
bn131128714,TGF,1.0
bn180907966,TGF,1.0
bn160902121,TGF,1.0
bn201125415,TGF,1.0
bn121206588,TGF,1.0
bn180220385,TGF,1.0
bn220924352,TGF,1.0
bn230801655,TGF,1.0
bn101206347,TGF,1.0
bn140515334,TGF,1.0
bn220219401,TGF,1.0
bn171113741,TGF,1.0
bn110625403,TGF,1.0
bn150625242,TGF,1.0
bn230111190,TGF,1.0
bn240330274,TGF,1.0
bn200614021,TGF,1.0
bn191211139,TGF,1.0
bn200226521,TGF,1.0
bn230103836,TGF,1.0
bn111119856,TGF,1.0
bn111121780,TGF,1.0
bn120827282,TGF,1.0
bn180923900,TGF,1.0
bn190508107,TGF,1.0
bn110212898,TGF,1.0
bn111126752,TGF,1.0
bn200221697,TGF,1.0
bn170717676,TGF,1.0
bn210628068,TGF,1.0
bn120708971,TGF,1.0
bn200312245,TGF,1.0
bn170130027,TGF,1.0
bn110929614,TGF,1.0
bn110928729,TGF,1.0
bn171124565,TGF,1.0
bn110918187,TGF,1.0
bn210214860,TGF,1.0
bn190517095,TGF,1.0
bn170509445,TGF,1.0
bn120818925,TGF,1.0
bn131017410,TGF,1.0
bn211106744,TGF,1.0
bn161104977,TGF,1.0
bn150714960,TGF,1.0
bn100928901,TGF,1.0
bn171119681,TGF,1.0
bn121012241,TGF,1.0
bn170424681,TGF,1.0
bn150209374,TGF,1.0
bn160711992,TGF,1.0
bn190515435,TGF,1.0
bn100501128,TGF,1.0
bn130202274,TGF,1.0
bn100713481,TGF,1.0
bn190731188,TGF,1.0
bn200213374,TGF,1.0
bn130321926,TGF,1.0
bn160608977,TGF,1.0
bn101002507,TGF,1.0
bn170619358,TGF,1.0
bn130415857,TGF,1.0
bn130204258,TGF,1.0
bn160322317,TGF,1.0
bn140226794,TGF,1.0
bn101128617,TGF,1.0
bn110818474,TGF,1.0
bn150603062,TGF,1.0
bn191005213,TGF,1.0
bn101219539,TGF,1.0
bn161102468,TGF,1.0
bn140902738,TGF,1.0
bn211029845,TGF,1.0
bn190216584,TGF,1.0
bn230828990,TGF,1.0
bn151120585,TGF,1.0
bn130412908,TGF,1.0
bn130702936,TGF,1.0
bn100305806,TGF,1.0
bn111027597,TGF,1.0
bn100826543,TGF,1.0
bn200911939,TGF,1.0
bn220921976,TGF,1.0
bn220704208,TGF,1.0
bn090813215,TGF,1.0
bn121117753,TGF,1.0
bn180906075,TGF,1.0
bn210918063,TGF,1.0
bn200117374,TGF,1.0
bn130901904,TGF,1.0
bn110906986,TGF,1.0
bn141116877,TGF,1.0
bn120114380,TGF,1.0
bn180103442,TGF,1.0
bn151210778,TGF,1.0
bn180302863,TGF,1.0
bn220307463,TGF,1.0
bn150702707,TGF,1.0
bn140715983,TGF,1.0
bn200630518,TGF,1.0
bn170316973,TGF,1.0
bn230409785,TGF,1.0
bn160519606,TGF,1.0
bn211113838,TGF,1.0
bn151104733,TGF,1.0
bn230913408,TGF,1.0
bn221008989,TGF,1.0
bn200919624,TGF,1.0
bn211026787,TGF,1.0
bn240106572,TGF,1.0
bn140325760,TGF,1.0
bn100207843,TGF,1.0
bn100223288,TGF,1.0
bn200904434,TGF,1.0
bn151207404,TGF,1.0
bn120822711,TGF,1.0
bn180510906,TGF,1.0
bn110405618,TGF,1.0
bn231130359,TGF,1.0
bn191222795,TGF,1.0
bn141214588,TGF,1.0
bn180731493,TGF,1.0
bn220604466,TGF,1.0
bn150103445,TGF,1.0
bn200603333,TGF,1.0
bn110709981,TGF,1.0
bn141111819,TGF,1.0
bn110601852,TGF,1.0
bn220507092,TGF,1.0
bn121028243,TGF,1.0
bn110724020,TGF,1.0
bn200904959,TGF,1.0
bn130228676,TGF,1.0
bn120604082,TGF,1.0
bn170907059,TGF,1.0
bn171025401,TGF,1.0
bn180414421,TGF,1.0
bn161017935,TGF,1.0
bn120727939,TGF,1.0
bn140810453,TGF,1.0
bn161213785,TGF,1.0
bn140607857,TGF,1.0
bn220410697,TGF,1.0
bn130516258,TGF,1.0
bn111031274,TGF,1.0
bn210426456,TGF,1.0
bn231124834,TGF,1.0
bn100728940,TGF,1.0
bn141213624,TGF,1.0
bn111122706,TGF,1.0
bn220325067,TGF,1.0
bn120113235,TGF,1.0
bn190514672,TGF,1.0
bn170826346,TGF,1.0
bn170823470,TGF,1.0
bn180727055,TGF,1.0
bn170619685,TGF,1.0
bn100829230,TGF,1.0
bn121015732,TGF,1.0
bn170718524,TGF,1.0
bn141226383,TGF,1.0
bn100520294,TGF,1.0
bn111130501,TGF,1.0
bn221110235,TGF,1.0
bn110123577,TGF,1.0
bn140326352,TGF,1.0
bn121225701,TGF,1.0
bn200615889,TGF,1.0
bn170930680,TGF,1.0
bn160223192,TGF,1.0
bn150122750,TGF,1.0
bn140714392,TGF,1.0
bn100620337,TGF,1.0
bn220308130,TGF,1.0
bn150407821,TGF,1.0
bn140429267,TGF,1.0
bn110706387,TGF,1.0
bn170601224,TGF,1.0
bn200624308,TGF,1.0
bn100921730,TGF,1.0
bn150121757,TGF,1.0
bn161211001,TGF,1.0
bn170425071,TGF,1.0
bn180618604,TGF,1.0
bn221017563,TGF,1.0
bn110606097,TGF,1.0
bn180907367,TGF,1.0
bn150706372,TGF,1.0
bn190402512,TGF,1.0
bn160614507,TGF,1.0
bn190509787,TGF,1.0
bn150220749,TGF,1.0
bn210513395,TGF,1.0
bn200328092,TGF,1.0
bn121001844,TGF,1.0
bn181218815,TGF,1.0
bn130123444,TGF,1.0
bn150202436,TGF,1.0
bn121207917,TGF,1.0
bn160824468,TGF,1.0
bn101007410,TGF,1.0
bn121212349,TGF,1.0
bn191021129,TGF,1.0
bn151210379,TGF,1.0
bn111106412,TGF,1.0
bn150820209,TGF,1.0
bn141003298,TGF,1.0
bn220622088,TGF,1.0
bn190301418,TGF,1.0
bn161118052,TGF,1.0
bn120329894,TGF,1.0
bn120510198,TGF,1.0
bn120223380,TGF,1.0
bn230425046,TGF,1.0
bn180102449,TGF,1.0
bn101022830,TGF,1.0
bn111210260,TGF,1.0
bn190330372,TGF,1.0
bn100705663,TGF,1.0
bn121008333,TGF,1.0
bn171018276,TGF,1.0
bn151111631,TGF,1.0
bn100920577,TGF,1.0
bn170118975,TGF,1.0
bn141218784,TGF,1.0
bn150817861,TGF,1.0
bn160622824,TGF,1.0
bn170206414,TGF,1.0
bn151115569,TGF,1.0
bn140811380,TGF,1.0
bn190826301,TGF,1.0
bn150401405,TGF,1.0
bn121031293,TGF,1.0
bn121101287,TGF,1.0
bn150423749,TGF,1.0
bn110719400,TGF,1.0
bn200714606,TGF,1.0
bn211121129,TGF,1.0
bn170615456,TGF,1.0
bn170220864,TGF,1.0
bn141208860,TGF,1.0
bn190913935,TGF,1.0
bn181002333,TGF,1.0
bn131108034,TGF,1.0
bn211105790,TGF,1.0
bn101114700,TGF,1.0
bn181229647,TGF,1.0
bn180531403,TGF,1.0
bn171216456,TGF,1.0
bn190620907,TGF,1.0
bn160426457,TGF,1.0
bn191202988,TGF,1.0
bn231222461,TGF,1.0
bn130131559,TGF,1.0
bn181110809,TGF,1.0
bn170325758,TGF,1.0
bn131203777,TGF,1.0
bn230129721,TGF,1.0
bn220108685,TGF,1.0
bn190209144,TGF,1.0
bn100513287,TGF,1.0
bn150528946,TGF,1.0
bn200816881,TGF,1.0
bn121125700,TGF,1.0
bn180626653,TGF,1.0
bn120114563,TGF,1.0
bn230218873,TGF,1.0
bn150917769,TGF,1.0
bn190710651,TGF,1.0
bn170401359,TGF,1.0
bn110924559,TGF,1.0
bn201229999,TGF,1.0
bn170826843,TGF,1.0
bn171223392,TGF,1.0
bn181206829,TGF,1.0
bn240310563,TGF,1.0
bn150102255,TGF,1.0
bn111209613,TGF,1.0
bn110315661,TGF,1.0
bn100903902,TGF,1.0
bn100901312,TGF,1.0
bn160704661,TGF,1.0
bn200528208,TGF,1.0
bn170902029,TGF,1.0
bn230729220,TGF,1.0
bn160607387,TGF,1.0
bn151028625,TGF,1.0
bn171030532,TGF,1.0
bn230331173,TGF,1.0
bn130525418,TGF,1.0
bn171108283,TGF,1.0
bn110814104,TGF,1.0
bn171129311,TGF,1.0
bn140429692,TGF,1.0
bn220312621,TGF,1.0
bn141219218,TGF,1.0
bn131210172,TGF,1.0
bn210126992,TGF,1.0
bn141027672,TGF,1.0
bn200925956,TGF,1.0
bn101217050,TGF,1.0
bn100726397,TGF,1.0
bn130416357,TGF,1.0
bn190610277,TGF,1.0
bn220412606,TGF,1.0
bn130809361,TGF,1.0
bn141029398,TGF,1.0
bn120821387,TGF,1.0
bn140327610,TGF,1.0
bn220203820,TGF,1.0
bn160821554,TGF,1.0
bn160901912,TGF,1.0
bn121104065,TGF,1.0
bn231127889,TGF,1.0
bn220811687,TGF,1.0
bn100210761,TGF,1.0
bn220519495,TGF,1.0
bn140529201,TGF,1.0
bn240131678,TGF,1.0
bn160619788,TGF,1.0
bn160113308,TGF,1.0
bn210324485,TGF,1.0
bn100609597,TGF,1.0
bn110619780,TGF,1.0
bn140116504,TGF,1.0
bn130628984,TGF,1.0
bn230610254,TGF,1.0
bn120605312,TGF,1.0
bn110112416,TGF,1.0
bn240101635,TGF,1.0
bn230413676,TGF,1.0
bn130502410,TGF,1.0
bn150517403,TGF,1.0
bn081006797,TGF,1.0
bn130601534,TGF,1.0
bn210111245,TGF,1.0
bn150305569,TGF,1.0
bn121210138,TGF,1.0
bn100912943,TGF,1.0
bn120330894,TGF,1.0
bn111027331,TGF,1.0
bn201018074,TGF,1.0
bn090522190,TGF,1.0
bn231022627,TGF,1.0
bn210308046,TGF,1.0
bn210131722,TGF,1.0
bn100411433,TGF,1.0
bn100103431,TGF,1.0
bn150131817,TGF,1.0
bn161130235,TGF,1.0
bn231110973,TGF,1.0
bn151118409,TGF,1.0
bn131110912,TGF,1.0
bn220403506,TGF,1.0
bn221212368,TGF,1.0
bn160914591,TGF,1.0
bn211001794,TGF,1.0
bn121129774,TGF,1.0
bn130505422,TGF,1.0
bn200116385,TGF,1.0
bn160602038,TGF,1.0
bn120222724,TGF,1.0
bn190208940,TGF,1.0
bn150127358,TGF,1.0
bn180414354,TGF,1.0
bn081001392,TGF,1.0
bn130302331,TGF,1.0
bn140810494,TGF,1.0
bn140204581,TGF,1.0
bn140310382,TGF,1.0
bn210115699,TGF,1.0
bn171121450,TGF,1.0
bn180116162,TGF,1.0
bn180922449,TGF,1.0
bn221101939,TGF,1.0
bn121011427,TGF,1.0
bn230807586,TGF,1.0
bn200916824,TGF,1.0
bn160905506,TGF,1.0
bn210504314,TGF,1.0
bn170207403,TGF,1.0
bn131121989,TGF,1.0
bn171110485,TGF,1.0
bn101231632,TGF,1.0
bn080828449,TGF,1.0
bn140127503,TGF,1.0
bn100501559,TGF,1.0
bn180709140,TGF,1.0
bn170910491,TGF,1.0
bn110819727,TGF,1.0
bn121207514,TGF,1.0
bn121021959,TGF,1.0
bn230425635,TGF,1.0
bn150823916,TGF,1.0
bn240325600,TGF,1.0
bn090627274,TGF,1.0
bn151207995,TGF,1.0
bn150903443,TGF,1.0
bn240104661,TGF,1.0
bn180922713,TGF,1.0
bn140721187,TGF,1.0
bn160627610,TGF,1.0
bn091227801,TGF,1.0
bn200404229,TGF,1.0
bn140930034,TGF,1.0
bn101213283,TGF,1.0
bn200916251,TGF,1.0
bn110907452,TGF,1.0
bn150916373,TGF,1.0
bn111210978,TGF,1.0
bn131205795,TGF,1.0
bn101009134,TGF,1.0
bn210717324,TGF,1.0
bn100426657,TGF,1.0
bn100610132,TGF,1.0
bn171004782,TGF,1.0
bn121017715,TGF,1.0
bn120808908,TGF,1.0
bn130620676,TGF,1.0
bn160916837,TGF,1.0
bn151217656,TGF,1.0
bn100606292,TGF,1.0
bn090808739,TGF,1.0
bn160409147,TGF,1.0
bn101230684,TGF,1.0
bn180104433,TGF,1.0
bn160919876,TGF,1.0
bn180106416,TGF,1.0
bn130112722,TGF,1.0
bn110616305,TGF,1.0
bn230312037,TGF,1.0
bn180413498,TGF,1.0
bn191025075,TGF,1.0
bn160220290,TGF,1.0
bn120425260,TGF,1.0
bn150122621,TGF,1.0
bn170808809,TGF,1.0
bn180908364,TGF,1.0
bn211111667,TGF,1.0
bn140615297,TGF,1.0
bn120823943,TGF,1.0
bn140316625,TGF,1.0
bn150101904,TGF,1.0
bn180906868,TGF,1.0
bn150423126,TGF,1.0
bn091224757,TGF,1.0
bn210515505,TGF,1.0
bn151020736,TGF,1.0
bn190315717,TGF,1.0
bn141028731,TGF,1.0
bn100110328,TGF,1.0
bn200318226,TGF,1.0
