event_name,event_type
bn190515435,TGF
bn100501128,TGF
bn130202274,TGF
bn100713481,TGF
bn190731188,TGF
bn200213374,TGF
bn130321926,TGF
bn160608977,TGF
bn101002507,TGF
bn170619358,TGF
bn130415857,TGF
bn130204258,TGF
bn160322317,TGF
bn140226794,TGF
bn101128617,TGF
bn110818474,TGF
bn150603062,TGF
bn191005213,TGF
bn101219539,TGF
bn161102468,TGF
bn140902738,TGF
bn211029845,TGF
bn190216584,TGF
bn230828990,TGF
bn151120585,TGF
bn130412908,TGF
bn130702936,TGF
bn100305806,TGF
bn111027597,TGF
bn100826543,TGF
bn200911939,TGF
bn220921976,TGF
bn220704208,TGF
bn090813215,TGF
bn121117753,TGF
bn180906075,TGF
bn210918063,TGF
bn200117374,TGF
bn130901904,TGF
bn110906986,TGF
bn141116877,TGF
bn120114380,TGF
bn180103442,TGF
bn151210778,TGF
bn180302863,TGF
bn220307463,TGF
bn150702707,TGF
bn140715983,TGF
bn200630518,TGF
bn170316973,TGF
bn230409785,TGF
bn160519606,TGF
bn211113838,TGF
bn151104733,TGF
bn230913408,TGF
bn221008989,TGF
bn200919624,TGF
bn211026787,TGF
bn240106572,TGF
bn140325760,TGF
bn100207843,TGF
bn100223288,TGF
bn200904434,TGF
bn151207404,TGF
bn120822711,TGF
bn180510906,TGF
bn110405618,TGF
bn231130359,TGF
bn191222795,TGF
bn141214588,TGF
bn180731493,TGF
bn220604466,TGF
bn150103445,TGF
bn200603333,TGF
bn110709981,TGF
bn141111819,TGF
bn110601852,TGF
bn220507092,TGF
bn121028243,TGF
bn110724020,TGF
bn200904959,TGF
bn130228676,TGF
bn120604082,TGF
bn170907059,TGF
bn171025401,TGF
bn180414421,TGF
bn161017935,TGF
bn120727939,TGF
bn140810453,TGF
bn161213785,TGF
bn140607857,TGF
bn220410697,TGF
bn130516258,TGF
bn111031274,TGF
bn210426456,TGF
bn231124834,TGF
bn100728940,TGF
bn141213624,TGF
bn111122706,TGF
bn220325067,TGF
bn120113235,TGF
bn190514672,TGF
bn170826346,TGF
bn170823470,TGF
bn180727055,TGF
bn170619685,TGF
bn100829230,TGF
bn121015732,TGF
bn170718524,TGF
bn141226383,TGF
bn100520294,TGF
bn111130501,TGF
bn221110235,TGF
bn110123577,TGF
bn140326352,TGF
bn121225701,TGF
bn200615889,TGF
bn170930680,TGF
bn160223192,TGF
bn150122750,TGF
bn140714392,TGF
bn100620337,TGF
bn220308130,TGF
bn150407821,TGF
bn140429267,TGF
bn110706387,TGF
bn170601224,TGF
bn200624308,TGF
bn100921730,TGF
bn150121757,TGF
bn161211001,TGF
bn170425071,TGF
bn180618604,TGF
bn221017563,TGF
bn110606097,TGF
bn180907367,TGF
bn150706372,TGF
bn190402512,TGF
bn160614507,TGF
bn190509787,TGF
bn150220749,TGF
bn210513395,TGF
bn200328092,TGF
bn121001844,TGF
bn181218815,TGF
bn130123444,TGF
bn150202436,TGF
bn121207917,TGF
bn160824468,TGF
bn101007410,TGF
bn121212349,TGF
bn191021129,TGF
bn151210379,TGF
bn111106412,TGF
bn150820209,TGF
bn141003298,TGF
bn220622088,TGF
bn190301418,TGF
bn161118052,TGF
bn120329894,TGF
bn120510198,TGF
bn120223380,TGF
bn230425046,TGF
bn180102449,TGF
bn101022830,TGF
bn111210260,TGF
bn190330372,TGF
bn100705663,TGF
bn121008333,TGF
bn171018276,TGF
bn151111631,TGF
bn100920577,TGF
bn170118975,TGF
bn141218784,TGF
bn150817861,TGF
bn160622824,TGF
bn170206414,TGF
bn151115569,TGF
bn140811380,TGF
bn190826301,TGF
bn150401405,TGF
bn121031293,TGF
bn121101287,TGF
bn150423749,TGF
bn110719400,TGF
bn200714606,TGF
bn211121129,TGF
bn170615456,TGF
bn170220864,TGF
bn141208860,TGF
bn190913935,TGF
bn181002333,TGF
bn131108034,TGF
bn211105790,TGF
bn101114700,TGF
bn181229647,TGF
bn180531403,TGF
bn171216456,TGF
bn190620907,TGF
bn160426457,TGF
bn191202988,TGF
bn231222461,TGF
bn130131559,TGF
bn181110809,TGF
bn170325758,TGF
bn131203777,TGF
bn230129721,TGF
bn220108685,TGF
bn190209144,TGF
bn100513287,TGF
bn150528946,TGF
bn200816881,TGF
bn121125700,TGF
bn180626653,TGF
bn120114563,TGF
bn230218873,TGF
bn150917769,TGF
bn190710651,TGF
bn170401359,TGF
bn110924559,TGF
bn201229999,TGF
bn170826843,TGF
bn171223392,TGF
bn181206829,TGF
bn240310563,TGF
bn150102255,TGF
bn111209613,TGF
bn110315661,TGF
bn100903902,TGF
bn100901312,TGF
bn160704661,TGF
bn200528208,TGF
bn170902029,TGF
bn230729220,TGF
bn160607387,TGF
bn151028625,TGF
bn171030532,TGF
bn230331173,TGF
bn130525418,TGF
bn171108283,TGF
bn110814104,TGF
bn171129311,TGF
bn140429692,TGF
bn220312621,TGF
bn141219218,TGF
bn131210172,TGF
bn210126992,TGF
bn141027672,TGF
bn200925956,TGF
bn101217050,TGF
bn100726397,TGF
bn130416357,TGF
bn190610277,TGF
bn220412606,TGF
bn130809361,TGF
bn141029398,TGF
bn120821387,TGF
bn140327610,TGF
bn220203820,TGF
bn160821554,TGF
bn160901912,TGF
bn121104065,TGF
bn231127889,TGF
bn220811687,TGF
bn100210761,TGF
bn220519495,TGF
bn140529201,TGF
bn240131678,TGF
bn160619788,TGF
bn160113308,TGF
bn210324485,TGF
bn100609597,TGF
bn110619780,TGF
bn140116504,TGF
bn130628984,TGF
bn230610254,TGF
bn120605312,TGF
bn110112416,TGF
bn240101635,TGF
bn230413676,TGF
bn130502410,TGF
bn150517403,TGF
bn081006797,TGF
bn130601534,TGF
bn210111245,TGF
bn150305569,TGF
bn121210138,TGF
bn100912943,TGF
bn120330894,TGF
bn111027331,TGF
bn201018074,TGF
bn090522190,TGF
bn231022627,TGF
bn210308046,TGF
bn210131722,TGF
bn100411433,TGF
bn100103431,TGF
bn150131817,TGF
bn161130235,TGF
bn231110973,TGF
bn151118409,TGF
bn131110912,TGF
bn220403506,TGF
bn221212368,TGF
bn160914591,TGF
bn211001794,TGF
bn121129774,TGF
bn130505422,TGF
bn200116385,TGF
bn160602038,TGF
bn120222724,TGF
bn190208940,TGF
bn150127358,TGF
bn180414354,TGF
bn081001392,TGF
bn130302331,TGF
bn140810494,TGF
bn140204581,TGF
bn140310382,TGF
bn210115699,TGF
bn171121450,TGF
bn180116162,TGF
bn180922449,TGF
bn221101939,TGF
bn121011427,TGF
bn230807586,TGF
bn200916824,TGF
bn160905506,TGF
bn210504314,TGF
bn170207403,TGF
bn131121989,TGF
bn171110485,TGF
bn101231632,TGF
bn080828449,TGF
bn140127503,TGF
bn100501559,TGF
bn180709140,TGF
bn170910491,TGF
bn110819727,TGF
bn121207514,TGF
bn121021959,TGF
bn230425635,TGF
bn150823916,TGF
bn240325600,TGF
bn090627274,TGF
bn151207995,TGF
bn150903443,TGF
bn240104661,TGF
bn180922713,TGF
bn140721187,TGF
bn160627610,TGF
bn091227801,TGF
bn200404229,TGF
bn140930034,TGF
bn101213283,TGF
bn200916251,TGF
bn110907452,TGF
bn150916373,TGF
bn111210978,TGF
bn131205795,TGF
bn101009134,TGF
bn210717324,TGF
bn100426657,TGF
bn100610132,TGF
bn171004782,TGF
bn121017715,TGF
bn120808908,TGF
bn130620676,TGF
bn160916837,TGF
bn151217656,TGF
bn100606292,TGF
bn090808739,TGF
bn160409147,TGF
bn101230684,TGF
bn180104433,TGF
bn160919876,TGF
bn180106416,TGF
bn130112722,TGF
bn110616305,TGF
bn230312037,TGF
bn180413498,TGF
bn191025075,TGF
bn160220290,TGF
bn120425260,TGF
bn150122621,TGF
bn170808809,TGF
bn180908364,TGF
bn211111667,TGF
bn140615297,TGF
bn120823943,TGF
bn140316625,TGF
bn150101904,TGF
bn180906868,TGF
bn150423126,TGF
bn091224757,TGF
bn210515505,TGF
bn151020736,TGF
bn190315717,TGF
bn141028731,TGF
bn100110328,TGF
bn200318226,TGF
bn120122331,TGF
bn200928792,TGF
bn211003572,TGF
bn121214906,TGF
bn220118477,TGF
bn190214031,TGF
bn110503751,TGF
bn231113416,TGF
bn150613934,TGF
bn231019802,TGF
bn140511964,TGF
bn190907631,TGF
bn190810945,TGF
bn151213843,TGF
bn140623885,TGF
bn130611348,TGF
bn201121287,TGF
bn131209794,TGF
bn170712117,TGF
bn221130196,TGF
bn231005865,TGF
bn220512789,TGF
bn130215707,TGF
bn140719955,TGF
bn160526349,TGF
bn121015868,TGF
bn180410526,TGF
bn200220556,TGF
bn221025954,TGF
bn100616900,TGF
bn170808281,TGF
bn160416676,TGF
bn191126458,TGF
bn210505305,TGF
bn230527635,TGF
bn210614708,TGF
bn141022874,TGF
bn181226676,TGF
bn211002782,TGF
bn210923493,TGF
bn091130288,TGF
bn150417674,TGF
bn121012817,TGF
bn200710710,TGF
bn210921872,TGF
bn141013086,TGF
bn230110824,TGF
bn220228318,TGF
bn161114056,TGF
bn150809596,TGF
bn160501445,TGF
bn170309801,TGF
bn100225374,TGF
bn190514901,TGF
bn230323340,TGF
bn240111862,TGF
bn130316390,TGF
bn161101874,TGF
bn200821416,TGF
bn110701642,TGF
bn170810505,TGF
bn180218522,TGF
bn130211721,TGF
bn140813479,TGF
bn190807786,TGF
bn111123275,TGF
bn190705344,TGF
bn150202235,TGF
bn151111107,TGF
bn220621326,TGF
bn220704026,TGF
bn160910978,TGF
bn190515824,TGF
bn210904593,TGF
bn150924454,TGF
bn160504738,TGF
bn111207484,TGF
bn180904991,TGF
bn170923773,TGF
bn190712633,TGF
bn121106283,TGF
bn240313903,TGF
bn180617045,TGF
bn190512623,TGF
bn120525445,TGF
bn151122371,TGF
bn180614673,TGF
bn210514047,TGF
bn221008958,TGF
bn130521580,TGF
bn110119456,TGF
bn191108754,TGF
bn170527268,TGF
bn230506448,TGF
bn100909539,TGF
bn100411366,TGF
bn190222457,TGF
bn091221677,TGF
bn230404996,TGF
bn100901124,TGF
bn150727490,TGF
bn181004702,TGF
bn181105761,TGF
bn231029583,TGF
bn230526025,TGF
bn140819252,TGF
bn180815065,TGF
bn230501532,TGF
bn081113322,TGF
bn230711838,TGF
bn120930986,TGF
bn210722034,TGF
bn130301689,TGF
bn150830541,TGF
bn131102562,TGF
bn110312176,TGF
bn100414253,TGF
bn150910653,TGF
bn151005404,TGF
bn180820343,TGF
bn110807091,TGF
bn110105512,TGF
bn160430349,TGF
bn170928445,TGF
bn121227687,TGF
bn230508390,TGF
bn161102933,TGF
bn221206774,TGF
bn130721401,TGF
bn130524498,TGF
bn150525449,TGF
bn161102289,TGF
bn160319339,TGF
bn150301963,TGF
bn111201690,TGF
bn230605841,TGF
bn220909173,TGF
bn221203575,TGF
bn180619279,TGF
bn190622029,TGF
bn131102608,TGF
bn181018397,TGF
bn210421842,TGF
bn190613961,TGF
bn120117499,TGF
bn170320675,TGF
bn221008888,TGF
bn230305582,TGF
bn110709173,TGF
bn210213089,TGF
bn220504172,TGF
bn170821288,TGF
bn170808712,TGF
bn100409543,TGF
bn131102535,TGF
bn120908579,TGF
bn091227540,TGF
bn150531687,TGF
bn170107450,TGF
bn130306223,TGF
bn221114697,TGF
bn190101554,TGF
bn130930128,TGF
bn160726932,TGF
bn200122398,TGF
bn140920177,TGF
bn130728569,TGF
bn201119634,TGF
bn150106155,TGF
bn120407872,TGF
bn180209336,TGF
bn170219373,TGF
bn150528885,TGF
bn180613009,TGF
bn231108264,TGF
bn140401806,TGF
bn131103273,TGF
bn220321777,TGF
bn131111871,TGF
bn161203745,TGF
bn150820373,TGF
bn111027761,TGF
bn210627854,TGF
bn201011458,TGF
bn240312136,TGF
bn200429020,TGF
bn221027792,TGF
bn180314616,TGF
bn230619435,TGF
bn141005001,TGF
bn231014399,TGF
bn150128278,TGF
bn101124661,TGF
bn230110892,TGF
bn120430757,TGF
bn130705109,TGF
bn170619878,TGF
bn190417464,TGF
bn230417860,TGF
bn180417098,TGF
bn190124119,TGF
bn231106972,TGF
bn180614443,TGF
bn140315467,TGF
bn160510196,TGF
bn081025691,TGF
bn230421680,TGF
bn120920825,TGF
bn140308747,TGF
bn121010862,TGF
bn160801464,TGF
bn220118526,TGF
bn140807544,TGF
bn211020409,TGF
bn151209879,TGF
bn230525789,TGF
bn100225345,TGF
bn200917955,TGF
bn220606558,TGF
bn231220343,TGF
bn230810343,TGF
bn170601502,TGF
bn231204648,TGF
bn121112183,TGF
bn201030335,TGF
bn140405771,TGF
bn160915871,TGF
bn140725422,TGF
bn151002956,TGF
bn160122806,TGF
bn161220654,TGF
bn120227627,TGF
bn200915261,TGF
bn130210754,TGF
bn171008836,TGF
bn121201261,TGF
bn210224458,TGF
bn141123678,TGF
bn201021238,TGF
bn161008388,TGF
bn140418744,TGF
bn100925319,TGF
bn101226778,TGF
bn130117643,TGF
bn121123712,TGF
bn150909111,TGF
bn150404881,TGF
bn230323413,TGF
bn160229127,TGF
bn180221314,TGF
bn091118985,TGF
bn100617497,TGF
bn140220838,TGF
bn141204407,TGF
bn230729151,TGF
bn130520303,TGF
bn190218563,TGF
bn130415427,TGF
bn180522659,TGF
bn160505869,TGF
bn181227900,TGF
bn120530347,TGF
bn170908655,TGF
bn201209268,TGF
bn100202802,TGF
bn130318876,TGF
bn180523610,TGF
bn140719892,TGF
bn101003735,TGF
bn130607586,TGF
bn141008188,TGF
bn100701793,TGF
bn230614564,TGF
bn210412791,TGF
bn100716443,TGF
bn180610903,TGF
bn201006791,TGF
bn100327513,TGF
bn210425893,TGF
bn100226338,TGF
bn220903773,TGF
bn150122819,TGF
bn180901684,TGF
bn180530478,TGF
bn150327463,TGF
bn190612260,TGF
bn140924695,TGF
bn151128116,TGF
bn121023222,TGF
bn100905109,TGF
bn190604577,TGF
bn210821332,TGF
bn161207863,TGF
bn200218664,TGF
bn210427309,TGF
bn110218834,TGF
bn110801661,TGF
bn110913740,TGF
bn180530413,TGF
bn200718544,TGF
bn121103428,TGF
bn150527948,TGF
bn230802316,TGF
bn111023352,TGF
bn110522841,TGF
bn230707033,TGF
bn200715712,TGF
bn121023616,TGF
bn160722829,TGF
bn210805224,TGF
bn100216663,TGF
bn181017911,TGF
bn100125883,TGF
bn230901482,TGF
bn231112114,TGF
bn190930439,TGF
bn160424403,TGF
bn221001571,TGF
bn140620586,TGF
bn221006771,TGF
bn110101344,TGF
bn150918289,TGF
bn230331948,TGF
bn210413552,TGF
bn150213940,TGF
bn210914220,TGF
bn181001729,TGF
bn100604105,TGF
bn170702203,TGF
bn200823468,TGF
bn220814776,TGF
bn180405504,TGF
bn210915165,TGF
bn150126368,TGF
bn101115695,TGF
bn141001026,TGF
bn180808673,TGF
bn140227023,TGF
bn220105805,TGF
bn170530108,TGF
bn111212461,TGF
bn201224115,TGF
bn180401513,TGF
bn230525064,TGF
bn100214868,TGF
bn140104715,TGF
bn150806270,TGF
bn150609905,TGF
bn190525670,TGF
bn110222468,TGF
bn181208578,TGF
bn110617920,TGF
bn120925954,TGF
bn190418919,TGF
bn141008650,TGF
bn190806065,TGF
bn141212602,TGF
bn130724667,TGF
bn121224612,TGF
bn091130219,TGF
bn130608438,TGF
bn120818995,TGF
bn160818576,TGF
bn191012787,TGF
bn120723882,TGF
bn240303255,TGF
bn111004631,TGF
bn191113904,TGF
bn140807514,TGF
bn130803857,TGF
bn211220171,TGF
bn200901904,TGF
bn181004456,TGF
bn120630434,TGF
bn140624292,TGF
bn140628393,TGF
bn170507854,TGF
bn140423311,TGF
bn140315270,TGF
bn180523662,TGF
bn201224632,TGF
bn170328470,TGF
bn141215011,TGF
bn120708662,TGF
bn190821888,TGF
bn150127618,TGF
bn231012486,TGF
bn100610202,TGF
bn230724873,TGF
bn211006877,TGF
bn160826717,TGF
bn230322197,TGF
bn230626292,TGF
bn150906805,TGF
bn170312490,TGF
bn101123225,TGF
bn190611194,TGF
bn181009128,TGF
bn120526439,TGF
bn140125521,TGF
bn190319608,TGF
bn150621275,TGF
bn111126190,TGF
bn190304208,TGF
bn220917378,TGF
bn140910523,TGF
bn140905648,TGF
bn231111430,TGF
bn200613113,TGF
bn130503434,TGF
bn140522396,TGF
bn120410553,TGF
bn101118249,TGF
bn121114355,TGF
bn131019440,TGF
bn200114189,TGF
bn201208914,TGF
bn151220295,TGF
bn200214412,TGF
bn201001300,TGF
bn100927333,TGF
bn150714555,TGF
bn101208234,TGF
bn120611732,TGF
bn201029938,TGF
bn101012231,TGF
bn210717994,TGF
bn181028174,TGF
bn220816754,TGF
bn190531540,TGF
bn240307606,TGF
bn130323347,TGF
bn150430466,TGF
bn100702649,TGF
bn190703571,TGF
bn101205250,TGF
bn230731675,TGF
bn211029244,TGF
bn171024210,TGF
bn140826314,TGF
bn230420691,TGF
bn110501663,TGF
bn181120086,TGF
bn091214495,TGF
bn160607461,TGF
bn230910988,TGF
bn230625019,TGF
bn191019200,TGF
bn130518976,TGF
bn111024345,TGF
bn211004943,TGF
bn140409111,TGF
bn140826460,TGF
bn191122561,TGF
bn221202773,TGF
bn160503887,TGF
bn140929256,TGF
bn140813009,TGF
bn120902703,TGF
bn140422840,TGF
bn120430163,TGF
bn130926289,TGF
bn221127794,TGF
bn151110680,TGF
bn110512178,TGF
bn220724261,TGF
bn121125826,TGF
bn110202888,TGF
bn220717796,TGF
bn200927940,TGF
bn231020889,TGF
bn230913220,TGF
bn151208533,TGF
bn120830762,TGF
bn161013741,TGF
bn140519764,TGF
bn170911550,TGF
bn230815176,TGF
bn151008198,TGF
bn181130423,TGF
bn110814918,TGF
bn160502599,TGF
bn130913030,TGF
bn110110709,TGF
bn220722953,TGF
bn161021007,TGF
bn170414005,TGF
bn150826712,TGF
bn190515487,TGF
bn141218514,TGF
bn091213945,TGF
bn120913078,TGF
bn140218001,TGF
bn220530248,TGF
bn191023414,TGF
bn170621896,TGF
bn210520716,TGF
bn110828435,TGF
bn141115956,TGF
bn120803689,TGF
bn211011761,TGF
bn150613479,TGF
bn170505147,TGF
bn240210490,TGF
bn140428536,TGF
bn210920238,TGF
bn210617554,TGF
bn220513626,TGF
bn190221692,TGF
bn230507862,TGF
bn230621417,TGF
bn221105370,TGF
bn231203326,TGF
bn170704575,TGF
bn210806923,TGF
bn160912429,TGF
bn160315438,TGF
bn210606264,TGF
bn170309108,TGF
bn131108624,TGF
bn150801647,TGF
bn111112800,TGF
bn130626975,TGF
bn230808348,TGF
bn160831142,TGF
bn151009861,TGF
bn110514816,TGF
bn230509380,TGF
bn170412293,TGF
bn180826499,TGF
bn230630357,TGF
bn220125548,TGF
bn120514875,TGF
bn110326802,TGF
bn120911417,TGF
bn211103240,TGF
bn200810021,TGF
bn121130532,TGF
bn110512961,TGF
bn210202774,TGF
bn170809381,TGF
bn230507604,TGF
bn230704592,TGF
bn210715744,TGF
bn110625474,TGF
bn100724934,TGF
bn120628127,TGF
bn140531408,TGF
bn200910819,TGF
bn160828876,TGF
bn171008504,TGF
bn170609750,TGF
bn201112535,TGF
bn230317252,TGF
bn110714279,TGF
bn130728641,TGF
bn100923429,TGF
bn210704270,TGF
bn200617668,TGF
bn140121882,TGF
bn130923380,TGF
bn210412562,TGF
bn201122603,TGF
bn160911832,TGF
bn100514458,TGF
bn130727226,TGF
bn121202520,TGF
bn131024758,TGF
bn230731327,TGF
bn220829877,TGF
bn130902834,TGF
bn220626238,TGF
bn130916490,TGF
bn140120145,TGF
bn231106847,TGF
bn180415179,TGF
bn230514183,TGF
bn210817705,TGF
bn151018646,TGF
bn161013188,TGF
bn170502574,TGF
bn110521783,TGF
bn141206457,TGF
bn180402464,TGF
bn211219513,TGF
bn210511869,TGF
bn230717422,TGF
bn200718896,TGF
bn180824588,TGF
bn140830603,TGF
bn210425754,TGF
bn140901392,TGF
bn240128245,TGF
bn160701438,TGF
bn160523402,TGF
bn180226469,TGF
bn140405904,TGF
bn160317815,TGF
bn220420260,TGF
bn160915580,TGF
bn210825562,TGF
bn130627255,TGF
bn180513740,TGF
bn161125348,TGF
bn180528034,TGF
bn200913091,TGF
bn120110812,TGF
bn100620481,TGF
bn100331421,TGF
bn220417226,TGF
bn131207589,TGF
bn110912398,TGF
bn190729668,TGF
bn200516449,TGF
bn170322592,TGF
bn110818631,TGF
bn220306265,TGF
bn141203576,TGF
bn110315738,TGF
bn120311143,TGF
bn200522899,TGF
bn110906455,TGF
bn101025783,TGF
bn221125956,TGF
bn220925228,TGF
bn100506728,TGF
bn150705946,TGF
bn231206136,TGF
bn100819608,TGF
bn140110804,TGF
bn200814018,TGF
bn190107320,TGF
bn160420112,TGF
bn180629435,TGF
bn131011026,TGF
bn101026710,TGF
bn190708316,TGF
bn171106428,TGF
bn210914297,TGF
bn130807946,TGF
bn181026231,TGF
bn120524451,TGF
bn211223374,TGF
bn130520833,TGF
bn170629303,TGF
bn140306672,TGF
bn180705245,TGF
bn170608123,TGF
bn100905058,TGF
bn140221969,TGF
bn230808367,TGF
bn181027980,TGF
bn151214443,TGF
bn140630946,TGF
bn210620681,TGF
bn180904258,TGF
bn210306416,TGF
bn210617308,TGF
bn190927996,TGF
bn170804714,TGF
bn190928808,TGF
bn220706006,TGF
bn151016666,TGF
bn200205836,TGF
bn160910781,TGF
bn180621046,TGF
bn151027635,TGF
bn120226231,TGF
bn130704808,TGF
bn230325748,TGF
bn100303848,TGF
bn110310755,TGF
bn211019653,TGF
bn161014770,TGF
bn121211289,TGF
bn201211320,TGF
bn140424564,TGF
bn160625273,TGF
bn220722175,TGF
bn230604742,TGF
bn110405773,TGF
bn180425518,TGF
bn220418286,TGF
bn150416485,TGF
bn190311817,TGF
bn160113734,TGF
bn170504455,TGF
bn091213783,TGF
bn221016776,TGF
bn190225451,TGF
bn230918829,TGF
bn170728844,TGF
bn211214366,TGF
bn150905034,TGF
bn170213352,TGF
bn130515687,TGF
bn190923110,TGF
bn230908593,TGF
bn230120335,TGF
bn240217972,TGF
bn240208883,TGF
bn140127556,TGF
bn200108507,TGF
bn170704510,TGF
bn180922623,TGF
bn180526910,TGF
bn130512046,TGF
bn111126681,TGF
bn140427474,TGF
bn120422444,TGF
bn220506826,TGF
bn230227716,TGF
bn221001560,TGF
bn130531952,TGF
bn231208267,TGF
bn180929781,TGF
bn220120365,TGF
bn140520699,TGF
bn120704951,TGF
bn100129593,TGF
bn231106425,TGF
bn230228431,TGF
bn160507324,TGF
bn200903230,TGF
bn201107119,TGF
bn130206086,TGF
bn210428633,TGF
bn230117229,TGF
bn140908301,TGF
bn130430557,TGF
bn220311496,TGF
bn130713734,TGF
bn120522887,TGF
bn200117640,TGF
bn120623258,TGF
bn141011898,TGF
bn230701878,TGF
bn110125162,TGF
bn170609358,TGF
bn110507128,TGF
bn100104563,TGF
bn210426953,TGF
bn220621356,TGF
bn170811359,TGF
bn201130203,TGF
bn220819013,TGF
bn120527824,TGF
bn210809724,TGF
bn170128756,TGF
bn150101202,TGF
bn100515316,TGF
bn161002303,TGF
bn200322654,TGF
bn220322092,TGF
bn181007471,TGF
bn121008872,TGF
bn180921916,TGF
bn181212020,TGF
bn170411927,TGF
bn160205600,TGF
bn100304842,TGF
bn210913376,TGF
bn210821341,TGF
bn140901588,TGF
bn111020367,TGF
bn210213593,TGF
bn180412565,TGF
bn151003753,TGF
bn140717384,TGF
bn160502402,TGF
bn120428015,TGF
bn220429867,TGF
bn171203139,TGF
bn150123650,TGF
bn130506648,TGF
bn230605796,TGF
bn100713095,TGF
bn161028740,TGF
bn160203358,TGF
bn150115526,TGF
bn150323156,TGF
bn140929111,TGF
bn151025721,TGF
bn100203793,TGF
bn180908247,TGF
bn151109628,TGF
bn220606609,TGF
bn180709467,TGF
bn190809956,TGF
bn210813792,TGF
bn150823849,TGF
bn210425468,TGF
bn160504475,TGF
bn220908575,TGF
bn210320788,TGF
bn201101810,TGF
bn150608984,TGF
bn100624394,TGF
bn160524228,TGF
bn130227678,TGF
bn130113076,TGF
bn210106762,TGF
bn200701865,TGF
bn140917673,TGF
bn101127992,TGF
bn210130731,TGF
bn190221682,TGF
bn160429530,TGF
bn190317700,TGF
bn170812542,TGF
bn181120719,TGF
bn210504806,TGF
bn120213931,TGF
bn130416162,TGF
bn150124382,TGF
bn180627844,TGF
bn210306556,TGF
bn200731497,TGF
bn121122809,TGF
bn100420086,TGF
bn201121617,TGF
bn100218518,TGF
bn180418412,TGF
bn111025406,TGF
bn141211422,TGF
bn170203633,TGF
bn170509539,TGF
bn191228832,TGF
bn220531806,TGF
bn180921655,TGF
bn110309228,TGF
bn200404327,TGF
bn230330966,TGF
bn130719482,TGF
bn181201277,TGF
bn100208349,TGF
bn220215724,TGF
bn240212048,TGF
bn181207725,TGF
bn120520437,TGF
bn120308186,TGF
bn221003016,TGF
bn180401520,TGF
bn210410946,TGF
bn221011327,TGF
bn200907123,TGF
bn120114495,TGF
bn171111258,TGF
bn160623040,TGF
bn130217700,TGF
bn170618654,TGF
bn090828147,TGF
bn180407745,TGF
bn180609575,TGF
bn100701753,TGF
bn210930394,TGF
bn110516304,TGF
bn220419156,TGF
bn170216397,TGF
bn160610967,TGF
bn130124463,TGF
bn180524112,TGF
bn230419477,TGF
bn140118681,TGF
bn140323369,TGF
bn100429003,TGF
bn091116633,TGF
bn231014643,TGF
bn120307586,TGF
bn200202663,TGF
bn220620614,TGF
bn231031328,TGF
bn171017004,TGF
bn130526418,TGF
bn220127042,TGF
bn110928568,TGF
bn171231254,TGF
bn130902572,TGF
bn100918375,TGF
bn110410216,TGF
bn150606996,TGF
bn100509238,TGF
bn191214677,TGF
bn180607061,TGF
bn210221460,TGF
bn191228474,TGF
bn091213876,TGF
bn120728461,TGF
bn170707554,TGF
bn151209450,TGF
bn220617181,TGF
bn190716569,TGF
bn180917760,TGF
bn181220021,TGF
bn210909194,TGF
bn130329243,TGF
bn150430558,TGF
bn100920971,TGF
bn221109533,SGR
bn220709626,SGR
bn221204313,SGR
bn160727543,SGR
bn220626269,SGR
bn220809210,SGR
bn140918038,SGR
bn221010283,SGR
bn220103097,SGR
bn220111271,SGR
bn211113451,SGR
bn220526445,SGR
bn220526568,SGR
bn130617411,SGR
bn090122551,SGR
bn090122684,SGR
bn090222540,SGR
bn090212968,SGR
bn090209271,SGR
bn090208682,SGR
bn090203805,SGR
bn090203206,SGR
bn090409351,SGR
bn090403761,SGR
bn090403592,SGR
bn090122129,SGR
bn090401093,SGR
bn081004050,SGR
bn090122491,SGR
bn231111899,SGR
bn220423109,SGR
bn210827223,SGR
bn211011320,SGR
bn211219688,SGR
bn211219558,SGR
bn211209414,SGR
bn220124731,SGR
bn220523729,SGR
bn220212892,SGR
bn111220138,SGR
bn220403928,SGR
bn210425182,SGR
bn200204518,SGR
bn200203156,SGR
bn200203861,SGR
bn170516327,SGR
bn171019043,SGR
bn180205847,SGR
bn180206523,SGR
bn180206310,SGR
bn100406380,SGR
bn221014374,SGR
bn181102983,SGR
bn230202141,SGR
bn180705548,SGR
bn180705561,SGR
bn220225519,SGR
bn200919400,SGR
bn200203137,SGR
bn230825046,SGR
bn210519807,SGR
bn110107970,SGR
bn230317495,SGR
bn120207380,SGR
bn221225015,SGR
bn201121419,SGR
bn230224624,SGR
bn170503640,SGR
bn221216847,SGR
bn221218046,SGR
bn150403723,SGR
bn230224899,SGR
bn231002202,SGR
bn221229206,SGR
bn221218756,SGR
bn230518167,SGR
bn170505406,SGR
bn140429551,SGR
bn100326867,SGR
bn090804852,SGR
bn081106241,SGR
bn081129027,SGR
bn221021720,SGR
bn230228885,SGR
bn221114616,SGR
bn230323697,SGR
bn230223997,SGR
bn221216827,SGR
bn210124025,SGR
bn201213772,SGR
bn110714533,SGR
bn230228689,SGR
bn201128270,SGR
bn240209440,SGR
bn210106007,SGR
bn220827687,SGR
bn230321259,SGR
bn130913625,SGR
bn130913757,SGR
bn110810685,SGR
